,n_EMPL,TOT_ARPU_3m,TOT_LINEAS_FYM,ARPU_F_3m,ARPU_M_3m,TOT_LINEAS_POT,cADSL,cFusionado,labels
3280,1,41.949,2,32.159,9.79,0,1,1,1
3281,1,4.0899,1,4.0899,0.0,0,0,0,1
3282,0,47.5124,3,39.1924,8.32,0,1,1,1
3283,8,94.5701,4,29.2401,65.33,0,0,0,1
3284,1,186.3382,3,186.3382,0.0,0,1,0,0
3285,0,235.02900000000002,4,182.05900000000003,52.97,0,0,0,0
3286,2,42.2114,3,33.7814,8.43,0,1,1,1
3287,2,4.1402,1,4.1402,0.0,0,0,0,1
3288,2,46.4598,1,46.4598,0.0,0,1,0,1
3289,1,29.2193,1,29.2193,0.0,0,1,0,1
3290,1,24.1195,1,24.1195,0.0,0,0,0,1
3291,3,15.2054,1,15.2054,0.0,0,0,0,1
3292,1,131.67,5,94.7,36.97,0,0,0,1
3293,0,153.0304,1,153.0304,0.0,2,1,0,0
3294,6,40.1719,2,40.1719,0.0,0,1,0,1
3295,9,0.0,1,0.0,0.0,0,0,0,1
3296,0,13.04,1,0.0,13.04,0,0,0,1
3297,4,51.38,1,0.0,51.38,0,0,0,1
3298,1,16.8,1,0.0,16.8,1,0,0,1
3299,2,44.7943,1,44.7943,0.0,0,1,0,1
3300,2,4.3057,1,4.3057,0.0,0,0,0,1
3301,0,45.7557,1,45.7557,0.0,0,1,0,1
3302,2,33.7729,2,22.1929,11.58,0,1,1,1
3303,4,23.32,1,0.0,23.32,0,0,0,1
3304,10,15.2601,1,15.2601,0.0,1,0,0,1
3305,6,45.0636,1,45.0636,0.0,0,1,0,1
3306,0,44.4178,1,44.4178,0.0,0,1,0,1
3307,3,57.8989,2,47.5189,10.38,0,1,1,1
3308,1,291.0066,7,134.0866,156.92,0,1,1,0
3309,0,222.1355,5,222.1355,0.0,0,0,0,0
3310,1,260.1449,7,181.5049,78.64,0,1,0,0
3311,10,179.447,5,127.34700000000001,52.1,0,1,0,0
3312,3,42.5799,2,33.0999,9.48,0,1,1,1
3313,5,4.3057,1,4.3057,0.0,0,0,0,1
3314,1,24.55,1,0.0,24.55,0,0,0,1
3315,1,45.8294,2,37.5094,8.32,0,1,1,1
3316,0,35.6615,1,35.6615,0.0,1,0,0,1
3317,5,28.2835,1,28.2835,0.0,0,0,0,1
3318,0,6.2192,1,6.2192,0.0,0,0,0,1
3319,1,39.7452,1,39.7452,0.0,0,0,0,1
3320,59,29.8146,1,29.8146,0.0,0,0,0,1
3321,1,58.748999999999995,3,14.379000000000001,44.37,0,1,1,1
3322,2,33.4259,1,33.4259,0.0,0,0,0,1
3323,0,125.6199,6,99.1599,26.46,0,0,0,1
3324,0,15.2054,1,15.2054,0.0,1,0,0,1
3325,7,36.0283,4,36.0283,0.0,0,0,0,1
3326,0,15.7275,1,15.7275,0.0,0,0,0,1
3327,3,34.69,1,0.0,34.69,0,0,0,1
3328,0,25.1277,3,13.1577,11.97,0,1,1,1
3329,13,0.0,1,0.0,0.0,0,0,0,1
3330,2,97.272,3,51.852,45.42,0,1,1,1
3331,0,170.2407,3,170.2407,0.0,0,1,0,0
3332,1,178.2283,5,178.2283,0.0,0,0,0,0
3333,0,265.3731,8,199.4931,65.88,0,1,0,0
3334,4,8.0511,1,8.0511,0.0,0,0,0,1
3335,85,39.9988,1,39.9988,0.0,0,1,0,1
3336,9,37.7432,1,37.7432,0.0,0,1,0,1
3337,4,20.4119,1,20.4119,0.0,0,0,0,1
3338,2,37.46,1,37.46,0.0,0,0,0,1
3339,3,10.74,1,0.0,10.74,2,0,0,1
3340,0,42.67,1,0.0,42.67,0,0,0,1
3341,2,58.8376,4,48.3376,10.5,0,1,1,1
3342,1,141.2747,4,121.0947,20.18,0,1,1,1
3343,0,107.9573,3,92.9073,15.05,0,0,0,1
3344,1,308.0702,9,168.6302,139.44,0,1,1,0
3345,3,24.8887,1,24.8887,0.0,0,0,0,1
3346,1,42.9786,2,34.6586,8.32,0,1,1,1
3347,0,31.1,2,0.0,31.1,0,0,0,1
3348,5,20.0738,1,20.0738,0.0,1,0,0,1
3349,2,42.7572,2,34.3272,8.43,0,1,1,1
3350,0,13.4,1,0.0,13.4,0,0,0,1
3351,1,3.44,2,0.0,3.44,0,1,1,1
3352,2,11.06,1,0.0,11.06,0,0,0,1
3353,28,21.95,1,0.0,21.95,0,0,0,1
3354,2,12.08,1,0.0,12.08,0,0,0,1
3355,2,29.59,1,0.0,29.59,0,0,0,1
3356,1,28.4,1,0.0,28.4,0,0,0,1
3357,3,16.5027,1,16.5027,0.0,0,0,0,1
3358,1,25.15,1,0.0,25.15,0,0,0,1
3359,5,62.21,3,0.0,62.21,0,0,0,1
3360,4,51.6,2,0.0,51.6,0,0,0,1
3361,3,17.41,1,0.0,17.41,0,0,0,1
3362,0,29.31,2,0.0,29.31,0,0,0,1
3363,2,18.8741,1,18.8741,0.0,0,0,0,1
3364,5,25.1525,1,25.1525,0.0,0,0,0,1
3365,2,55.4512,2,44.4512,11.0,0,1,1,1
3366,1,79.34,8,0.0,79.34,0,0,0,1
3367,21,72.6203,2,45.5303,27.09,0,1,1,1
3368,1,159.785,4,144.015,15.77,1,1,0,0
3369,0,139.1689,3,139.1689,0.0,0,0,0,0
3370,1,38.2618,1,38.2618,0.0,0,1,0,1
3371,0,7.6,1,0.0,7.6,0,0,0,1
3372,1,23.502,1,23.502,0.0,0,0,0,1
3373,2,15.2054,1,15.2054,0.0,0,0,0,1
3374,3,45.58,2,0.0,45.58,0,0,0,1
3375,6,13.88,1,0.0,13.88,0,0,0,1
3376,1,15.3121,1,15.3121,0.0,0,0,0,1
3377,0,58.12,1,0.0,58.12,0,0,0,1
3378,1,5.78,1,0.0,5.78,1,0,0,1
3379,1,49.4835,2,39.1335,10.35,0,1,1,1
3380,0,61.49,2,0.0,61.49,0,0,0,1
3381,2,112.2293,3,95.5093,16.72,0,1,1,1
3382,5,142.9322,5,119.7022,23.23,0,1,0,0
3383,0,220.6138,4,149.6838,70.93,0,0,0,0
3384,4,31.9422,1,31.9422,0.0,1,0,0,1
3385,9,28.7,1,0.0,28.7,0,0,0,1
3386,3,28.1501,1,28.1501,0.0,0,1,0,1
3387,1,21.84,1,0.0,21.84,0,0,0,1
3388,1,23.169,1,23.169,0.0,1,0,0,1
3389,1,24.3044,1,24.3044,0.0,0,1,0,1
3390,4,18.48,1,0.0,18.48,0,0,0,1
3391,2,108.2553,4,44.0253,64.23,0,1,1,1
3392,1,129.0096,2,96.8096,32.2,0,1,0,1
3393,2,124.0782,4,92.0182,32.06,0,0,0,1
3394,0,942.3764,3,123.7464,818.63,0,1,1,4
3395,1,230.6316,7,176.1016,54.53,0,1,0,0
3396,0,614.0553,8,340.8453,273.21,0,1,0,0
3397,3,45.0308,1,45.0308,0.0,0,1,0,1
3398,0,17.6483,1,17.6483,0.0,0,0,0,1
3399,0,10.28,1,0.0,10.28,0,0,0,1
3400,1,14.4588,1,14.4588,0.0,0,0,0,1
3401,0,19.8,1,0.0,19.8,0,0,0,1
3402,2,17.5288,1,17.5288,0.0,0,0,0,1
3403,4,0.0,1,0.0,0.0,0,0,0,1
3404,3,54.02,1,0.0,54.02,0,0,0,1
3405,0,20.0,1,0.0,20.0,0,0,0,1
3406,0,0.07,1,0.0,0.07,0,0,0,1
3407,2,60.0698,2,47.3798,12.69,0,1,1,1
3408,2,80.3191,2,58.1991,22.12,0,1,1,1
3409,2,67.1423,2,49.3823,17.76,0,1,1,1
3410,1,110.4625,4,84.2325,26.23,0,0,0,1
3411,1,168.4066,3,168.4066,0.0,0,1,1,0
3412,6,10.8,1,0.0,10.8,0,0,0,1
3413,0,46.3743,1,46.3743,0.0,0,1,0,1
3414,0,28.6,1,0.0,28.6,0,0,0,1
3415,0,40.5205,1,40.5205,0.0,0,1,0,1
3416,3,57.5,3,0.0,57.5,0,0,0,1
3417,1,46.5114,3,28.0814,18.43,0,1,1,1
3418,0,3.8,1,0.0,3.8,0,0,0,1
3419,2,45.4387,2,39.5687,5.87,0,1,1,1
3420,2,11.92,1,0.0,11.92,0,0,0,1
3421,2,20.0903,2,20.0903,0.0,0,0,0,1
3422,3,17.66,1,0.0,17.66,1,0,0,1
3423,18,29.96,2,0.0,29.96,1,0,0,1
3424,2,6.3764,1,6.3764,0.0,0,0,0,1
3425,2,60.3487,2,49.3687,10.98,0,1,1,1
3426,2,195.0636,6,150.2936,44.77,0,1,0,0
3427,0,0.0,1,0.0,0.0,0,0,0,1
3428,3,30.82,1,0.0,30.82,0,0,0,1
3429,4,43.08,2,0.0,43.08,0,0,0,1
3430,2,22.91,1,0.0,22.91,0,0,0,1
3431,1,42.5901,2,33.2901,9.3,0,1,1,1
3432,2,46.7392,2,14.4392,32.3,0,0,0,1
3433,0,41.8727,2,33.0427,8.83,0,1,1,1
3434,2,18.99,1,0.0,18.99,0,0,0,1
3435,2,29.97,1,0.0,29.97,0,0,0,1
3436,0,44.2266,3,35.5966,8.63,0,1,1,1
3437,4,15.66,1,0.0,15.66,0,0,0,1
3438,5,14.379000000000001,3,14.379000000000001,0.0,0,0,0,1
3439,2,21.03,1,0.0,21.03,0,0,0,1
3440,1,34.51,1,0.0,34.51,0,0,0,1
3441,3,36.7,3,0.0,36.7,0,0,0,1
3442,1,48.1538,2,35.4238,12.73,0,1,1,1
3443,3,55.77,2,0.0,55.77,0,0,0,1
3444,2,36.45,1,0.0,36.45,0,0,0,1
3445,1,21.4119,1,21.4119,0.0,0,0,0,1
3446,4,9.73,1,0.0,9.73,0,0,0,1
3447,1,108.5481,6,62.7181,45.83,0,1,1,1
3448,2,71.1643,2,48.9143,22.25,0,1,1,1
3449,0,96.8304,2,96.8304,0.0,0,0,0,1
3450,3,85.6066,2,85.6066,0.0,0,0,0,1
3451,2,120.7994,1,120.7994,0.0,0,1,0,1
3452,5,42.7346,2,21.0946,21.64,0,0,0,1
3453,1,27.65,2,0.0,27.65,0,0,0,1
3454,1,9.03,1,0.0,9.03,0,0,0,1
3455,0,23.36,1,0.0,23.36,0,0,0,1
3456,3,21.18,2,0.0,21.18,0,0,0,1
3457,8,44.5003,3,34.7303,9.77,0,1,1,1
3458,7,25.34,1,0.0,25.34,0,0,0,1
3459,1,15.5477,1,15.5477,0.0,0,0,0,1
3460,1,39.26,2,0.0,39.26,0,0,0,1
3461,2,10.9173,1,10.9173,0.0,0,0,0,1
3462,2,99.1547,5,54.2047,44.95,0,1,1,1
3463,2,84.2809,4,33.0409,51.24,0,1,1,1
3464,6,62.7621,6,20.8821,41.88,0,0,0,1
3465,2,24.5637,1,24.5637,0.0,0,0,0,1
3466,2,20.0,2,0.0,20.0,0,0,0,1
3467,6,32.97,2,0.0,32.97,0,0,0,1
3468,2,44.9161,1,44.9161,0.0,0,1,0,1
3469,2,23.296,1,23.296,0.0,0,0,0,1
3470,10,19.0,1,0.0,19.0,0,0,0,1
3471,3,37.3819,4,37.3819,0.0,0,0,0,1
3472,0,9.0,1,0.0,9.0,0,0,0,1
3473,0,27.23,1,0.0,27.23,0,0,0,1
3474,12,46.1469,1,46.1469,0.0,0,1,0,1
3475,3,75.5776,3,55.2776,20.3,0,1,1,1
3476,0,444.19,5,424.76,19.43,0,1,1,0
3477,0,147.5502,2,147.5502,0.0,4,0,0,0
3478,0,22.5348,1,22.5348,0.0,0,0,0,1
3479,2,10.9173,1,10.9173,0.0,1,0,0,1
3480,2,22.7183,1,22.7183,0.0,0,0,0,1
3481,3,15.0,1,0.0,15.0,0,0,0,1
3482,3,45.56,2,0.0,45.56,0,0,0,1
3483,0,42.8206,2,34.5006,8.32,0,1,1,1
3484,1,40.11,1,0.0,40.11,0,0,0,1
3485,0,46.3817,3,34.0517,12.33,1,1,1,1
3486,6,22.7465,1,22.7465,0.0,0,0,0,1
3487,2,24.23,2,0.0,24.23,0,0,0,1
3488,2,23.7,2,0.0,23.7,0,0,0,1
3489,4,33.24,1,0.0,33.24,0,0,0,1
3490,4,126.1404,3,115.8104,10.33,0,1,1,1
3491,6,49.9155,1,49.9155,0.0,0,1,0,1
3492,8,119.3808,3,119.3808,0.0,0,0,0,1
3493,0,93.4265,2,93.4265,0.0,0,0,0,1
3494,1,185.623,6,134.69299999999998,50.93,0,1,1,0
3495,3,41.7809,2,33.2909,8.49,0,1,1,1
3496,0,43.2023,2,34.8823,8.32,0,1,1,1
3497,3,24.02,1,0.0,24.02,0,0,0,1
3498,7,21.76,2,0.0,21.76,0,0,0,1
3499,0,3.4793,1,3.4793,0.0,0,0,0,1
3500,2,75.0142,2,52.8242,22.19,0,1,1,1
3501,0,129.5855,6,93.1255,36.46,0,1,0,1
3502,1,151.9049,4,126.9749,24.93,0,0,0,0
3503,2,49.5292,2,36.0292,13.5,0,1,1,1
3504,0,9.92,1,0.0,9.92,1,0,0,1
3505,3,10.17,1,0.0,10.17,0,0,0,1
3506,2,42.6915,2,34.2615,8.43,0,1,1,1
3507,2,34.43,3,0.0,34.43,0,0,0,1
3508,2,27.1671,1,27.1671,0.0,0,0,0,1
3509,2,28.18,1,0.0,28.18,0,0,0,1
3510,4,21.49,1,0.0,21.49,0,0,0,1
3511,0,14.1,1,0.0,14.1,0,0,0,1
3512,0,26.6911,1,26.6911,0.0,0,1,0,1
3513,2,11.88,1,0.0,11.88,2,0,0,1
3514,0,212.0542,6,129.5242,82.53,0,1,1,0
3515,0,42.583,1,42.583,0.0,0,1,0,1
3516,4,14.7039,1,14.7039,0.0,0,0,0,1
3517,0,45.8732,1,45.8732,0.0,0,1,0,1
3518,0,34.38,1,0.0,34.38,0,0,0,1
3519,4,26.73,1,0.0,26.73,0,0,0,1
3520,4,34.9175,1,34.9175,0.0,0,0,0,1
3521,2,38.5855,3,20.5855,18.0,0,0,0,1
3522,2,3.9313,1,3.9313,0.0,0,0,0,1
3523,2,65.4951,1,65.4951,0.0,0,1,0,1
3524,0,232.6712,33,222.9712,9.7,0,0,0,0
3525,5,30.2623,1,30.2623,0.0,0,0,0,1
3526,3,40.1874,1,40.1874,0.0,0,1,0,1
3527,2,28.35,2,0.0,28.35,0,0,0,1
3528,1,13.71,1,0.0,13.71,0,0,0,1
3529,2,23.8329,1,23.8329,0.0,0,0,0,1
3530,20,39.9988,1,39.9988,0.0,0,1,0,1
3531,1,15.5054,1,15.5054,0.0,0,0,0,1
3532,0,17.1529,1,17.1529,0.0,0,0,0,1
3533,6,44.3867,4,5.9567,38.43,0,1,1,1
3534,2,16.1083,1,16.1083,0.0,0,0,0,1
3535,0,9.92,1,0.0,9.92,0,0,0,1
3536,7,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
3537,0,92.7275,3,74.9675,17.76,0,0,0,1
3538,3,76.7551,3,61.7551,15.0,0,1,1,1
3539,0,193.503,6,149.403,44.1,0,1,0,0
3540,0,205.6913,6,144.3813,61.31,0,1,1,0
3541,1,193.3179,6,128.0379,65.28,0,1,1,0
3542,0,26.8173,1,26.8173,0.0,0,0,0,1
3543,1,48.1078,2,39.6878,8.42,0,1,1,1
3544,0,18.92,1,0.0,18.92,0,0,0,1
3545,8,52.6373,3,10.9173,41.72,0,0,0,1
3546,2,34.5715,1,34.5715,0.0,0,0,0,1
3547,2,34.28,2,0.0,34.28,0,0,0,1
3548,1,44.5508,1,44.5508,0.0,0,1,0,1
3549,2,19.5855,1,19.5855,0.0,1,0,0,1
3550,5,0.0,1,0.0,0.0,0,1,0,1
3551,1,43.0252,2,34.5552,8.47,0,1,1,1
3552,0,82.8405,2,82.8405,0.0,0,1,0,1
3553,2,56.9707,2,44.8707,12.1,0,1,1,1
3554,0,68.0563,6,57.0563,11.0,0,1,1,1
3555,1,52.1653,2,52.1653,0.0,0,0,0,1
3556,0,287.4484,7,239.5984,47.85,0,1,1,0
3557,0,0.0,1,0.0,0.0,0,0,0,1
3558,0,14.7273,1,14.7273,0.0,0,0,0,1
3559,1,3.4793,1,3.4793,0.0,0,0,0,1
3560,0,18.57,2,0.0,18.57,0,0,0,1
3561,0,38.9,1,0.0,38.9,0,0,0,1
3562,1,49.43,3,0.0,49.43,0,0,0,1
3563,1,37.39,1,0.0,37.39,0,0,0,1
3564,9,40.6002,1,40.6002,0.0,0,1,0,1
3565,0,16.2673,1,16.2673,0.0,0,0,0,1
3566,0,15.3358,1,15.3358,0.0,0,0,0,1
3567,0,43.3725,1,43.3725,0.0,0,1,0,1
3568,0,44.651,5,44.651,0.0,0,0,0,1
3569,46,44.0732,1,44.0732,0.0,0,1,0,1
3570,3,65.7748,2,55.3948,10.38,1,1,1,1
3571,3,63.3854,2,42.1654,21.22,0,1,1,1
3572,0,119.3399,6,61.8599,57.48,0,1,1,1
3573,3,62.8679,2,51.9179,10.95,0,1,1,1
3574,0,79.9472,4,79.9472,0.0,0,0,0,1
3575,3,57.083,3,31.493000000000002,25.59,0,0,0,1
3576,1,181.3552,4,181.3552,0.0,0,0,0,0
3577,2,42.1395,2,32.8895,9.25,0,1,1,1
3578,0,22.4119,1,22.4119,0.0,0,0,0,1
3579,1,9.0,1,0.0,9.0,0,0,0,1
3580,0,9.99,1,0.0,9.99,0,0,0,1
3581,0,22.31,1,0.0,22.31,0,0,0,1
3582,3,39.1081,2,33.3881,5.72,2,1,1,1
3583,1,31.0769,1,31.0769,0.0,0,0,0,1
3584,15,19.2609,3,17.0409,2.22,0,1,0,1
3585,20,33.9645,2,33.9645,0.0,0,0,0,1
3586,0,44.9,1,0.0,44.9,0,0,0,1
3587,0,129.5065,5,104.5265,24.98,0,1,1,1
3588,3,105.2435,4,84.9835,20.26,0,1,1,1
3589,4,69.7168,3,48.0468,21.67,0,1,1,1
3590,3,68.1055,2,55.9455,12.16,0,1,1,1
3591,0,47.2045,6,47.2045,0.0,0,0,0,1
3592,1,96.2372,2,96.2372,0.0,0,1,0,1
3593,3,148.8598,4,138.4298,10.43,0,0,0,0
3594,0,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
3595,0,24.43,1,0.0,24.43,0,0,0,1
3596,0,28.73,1,0.0,28.73,0,0,0,1
3597,5,34.6238,1,34.6238,0.0,0,0,0,1
3598,0,37.19,1,0.0,37.19,0,0,0,1
3599,2,16.44,1,0.0,16.44,1,0,0,1
3600,2,56.04,2,0.0,56.04,0,0,0,1
3601,3,25.5927,1,25.5927,0.0,0,1,0,1
3602,0,32.92,1,0.0,32.92,0,0,0,1
3603,1,39.9988,1,39.9988,0.0,0,1,0,1
3604,1,28.38,1,0.0,28.38,0,0,0,1
3605,0,103.9718,6,39.1718,64.8,0,1,1,1
3606,3,59.5456,2,43.7756,15.77,0,1,1,1
3607,0,319.1084,3,209.3684,109.74,0,0,0,0
3608,3,45.5394,1,45.5394,0.0,1,0,0,1
3609,5,44.8631,1,44.8631,0.0,0,1,0,1
3610,2,32.86,1,0.0,32.86,0,0,0,1
3611,4,23.7413,1,23.7413,0.0,0,0,0,1
3612,2,22.2227,1,22.2227,0.0,0,0,0,1
3613,2,17.5288,1,17.5288,0.0,0,0,0,1
3614,36,24.0416,1,24.0416,0.0,0,0,0,1
3615,0,4.3057,1,4.3057,0.0,0,0,0,1
3616,0,9.0,1,0.0,9.0,0,0,0,1
3617,13,4.5418,1,4.5418,0.0,0,0,0,1
3618,3,48.6576,1,48.6576,0.0,0,1,1,1
3619,0,120.2993,4,78.2393,42.06,0,0,0,1
3620,0,106.3208,4,95.8908,10.43,0,1,1,1
3621,0,63.5579,2,63.5579,0.0,0,0,0,1
3622,2,128.3176,3,98.1576,30.16,0,1,0,1
3623,2,57.9924,2,45.8024,12.19,0,1,1,1
3624,2,44.6117,1,44.6117,0.0,0,0,0,1
3625,3,19.4869,1,19.4869,0.0,1,0,0,1
3626,20,12.92,1,0.0,12.92,0,0,0,1
3627,0,0.0,1,0.0,0.0,4,0,0,1
3628,0,20.89,1,0.0,20.89,0,0,0,1
3629,1,45.3912,1,45.3912,0.0,0,1,0,1
3630,2,28.3292,1,28.3292,0.0,0,0,0,1
3631,0,49.51,3,0.0,49.51,0,0,0,1
3632,2,21.84,1,0.0,21.84,0,0,0,1
3633,5,38.15,2,0.0,38.15,0,0,0,1
3634,11,45.199,1,45.199,0.0,0,1,0,1
3635,2,32.6,1,0.0,32.6,0,0,0,1
3636,3,13.9727,3,7.8427,6.13,1,1,1,1
3637,2,50.98,2,0.0,50.98,0,0,0,1
3638,2,27.4443,1,27.4443,0.0,0,0,0,1
3639,0,65.155,2,65.155,0.0,0,1,0,1
3640,2,57.5059,1,57.5059,0.0,0,1,0,1
3641,2,85.6152,2,75.2852,10.33,0,1,1,1
3642,1,216.5807,7,171.4907,45.09,0,1,1,0
3643,1,329.8632,8,241.2232,88.64,0,1,0,0
3644,4,42.583,1,42.583,0.0,0,1,0,1
3645,2,39.06,2,0.0,39.06,0,0,0,1
3646,4,14.5512,1,14.5512,0.0,0,0,0,1
3647,0,38.6,2,0.0,38.6,0,0,0,1
3648,25,40.0881,1,40.0881,0.0,0,1,0,1
3649,0,13.9986,3,1.1086,12.89,0,1,1,1
3650,2,19.6997,1,19.6997,0.0,0,0,0,1
3651,0,40.2367,3,31.9167,8.32,0,1,1,1
3652,4,29.76,1,0.0,29.76,0,0,0,1
3653,1,45.656000000000006,3,35.996,9.66,0,1,1,1
3654,2,44.4049,1,44.4049,0.0,0,1,0,1
3655,2,66.626,2,57.256,9.37,0,1,1,1
3656,0,348.6185,5,324.6985,23.92,0,1,1,0
3657,1,235.3692,7,156.7492,78.62,0,1,0,0
3658,0,247.6606,6,135.0006,112.66,0,1,1,0
3659,0,46.6583,1,46.6583,0.0,0,0,0,1
3660,1,45.8,1,0.0,45.8,0,0,0,1
3661,2,14.379000000000001,3,14.379000000000001,0.0,0,0,0,1
3662,2,25.6641,1,25.6641,0.0,0,0,0,1
3663,1,33.7127,1,33.7127,0.0,0,0,0,1
3664,0,13.55,1,0.0,13.55,0,0,0,1
3665,1,19.43,1,0.0,19.43,1,0,0,1
3666,2,15.2054,1,15.2054,0.0,0,0,0,1
3667,2,14.0127,2,4.6827,9.33,1,1,1,1
3668,1,37.82,1,0.0,37.82,0,0,0,1
3669,0,11.67,1,0.0,11.67,0,0,0,1
3670,1,119.5558,1,119.5558,0.0,0,1,0,1
3671,2,71.9942,2,61.5642,10.43,0,1,1,1
3672,0,110.6637,6,69.2437,41.42,0,1,1,1
3673,2,61.4765,1,61.4765,0.0,0,1,0,1
3674,0,243.5738,6,176.6638,66.91,0,1,1,0
3675,0,50.44,2,0.0,50.44,0,0,0,1
3676,1,17.46,1,0.0,17.46,0,0,0,1
3677,0,26.6401,1,26.6401,0.0,0,0,0,1
3678,3,16.0066,1,16.0066,0.0,1,0,0,1
3679,4,14.4956,1,14.4956,0.0,0,0,0,1
3680,2,20.14,1,0.0,20.14,0,0,0,1
3681,0,129.1694,1,129.1694,0.0,0,1,0,1
3682,2,50.2733,1,50.2733,0.0,0,1,0,1
3683,2,64.3509,2,43.0909,21.26,0,1,1,1
3684,0,133.9431,3,96.7531,37.19,0,0,0,1
3685,2,59.007,2,41.147,17.86,0,1,1,1
3686,6,99.5095,3,56.0895,43.42,0,1,1,1
3687,2,78.2444,2,60.5544,17.69,0,1,1,1
3688,1,329.9621,9,163.9521,166.01,0,1,0,0
3689,0,150.9992,2,150.9992,0.0,0,0,0,0
3690,0,35.708,3,27.508000000000003,8.2,0,1,1,1
3691,3,39.29,2,0.0,39.29,0,0,0,1
3692,0,0.0,2,0.0,0.0,0,0,0,1
3693,0,14.99,1,0.0,14.99,0,0,0,1
3694,0,36.1,1,0.0,36.1,0,0,0,1
3695,1,39.6462,1,39.6462,0.0,0,1,0,1
3696,2,43.6851,2,33.2351,10.45,0,1,1,1
3697,0,15.9522,1,15.9522,0.0,0,0,0,1
3698,2,52.2469,1,52.2469,0.0,0,1,0,1
3699,3,71.4401,2,60.2901,11.15,0,1,1,1
3700,3,82.4476,2,82.4476,0.0,1,1,0,1
3701,2,73.1297,2,45.4797,27.65,0,1,1,1
3702,3,66.6363,2,47.3963,19.24,0,1,1,1
3703,3,98.0771,4,58.9371,39.14,0,1,1,1
3704,0,336.8783,9,286.5383,50.34,0,0,0,0
3705,2,25.5578,1,25.5578,0.0,0,0,0,1
3706,0,3.4793,1,3.4793,0.0,0,0,0,1
3707,1,28.1,1,0.0,28.1,0,0,0,1
3708,0,27.5259,1,27.5259,0.0,0,0,0,1
3709,1,18.1946,1,18.1946,0.0,0,0,0,1
3710,0,44.5505,2,34.8305,9.72,0,1,1,1
3711,3,25.866,1,25.866,0.0,0,0,0,1
3712,1,25.0693,2,3.4793,21.59,0,0,0,1
3713,2,46.2011,2,36.7911,9.41,0,1,1,1
3714,3,16.9642,1,16.9642,0.0,0,0,0,1
3715,2,72.891,2,61.281000000000006,11.61,0,1,1,1
3716,0,243.7895,6,152.8895,90.9,0,0,0,0
3717,0,471.1084,9,228.8984,242.21,0,0,0,0
3718,3,18.0614,1,18.0614,0.0,0,0,0,1
3719,1,53.33,2,0.0,53.33,0,0,0,1
3720,0,36.522,1,36.522,0.0,0,1,0,1
3721,2,43.9191,1,43.9191,0.0,0,1,0,1
3722,0,12.58,1,0.0,12.58,0,0,0,1
3723,2,54.1946,3,12.5546,41.64,0,1,1,1
3724,6,17.7504,1,17.7504,0.0,0,0,0,1
3725,2,17.7288,1,17.7288,0.0,0,0,0,1
3726,1,61.39,3,0.0,61.39,0,0,0,1
3727,0,9.27,1,0.0,9.27,0,0,0,1
3728,0,22.92,1,0.0,22.92,0,0,0,1
3729,1,28.48,1,0.0,28.48,0,0,0,1
3730,20,26.379,2,14.379000000000001,12.0,0,0,0,1
3731,0,41.91,1,0.0,41.91,0,0,0,1
3732,0,58.9766,6,46.3866,12.59,0,1,1,1
3733,2,70.507,2,43.937,26.57,0,1,1,1
3734,2,103.6127,4,45.3527,58.26,0,1,1,1
3735,3,66.5704,3,52.9504,13.62,0,1,1,1
3736,1,256.7398,6,247.2398,9.5,0,0,0,0
3737,0,318.4581,7,175.4081,143.05,0,1,0,0
3738,2,17.5288,1,17.5288,0.0,0,0,0,1
3739,3,21.49,1,0.0,21.49,0,0,0,1
3740,0,18.7591,3,18.7591,0.0,0,0,0,1
3741,0,11.46,1,0.0,11.46,0,0,0,1
3742,0,33.4,1,0.0,33.4,0,0,0,1
3743,2,46.4336,1,46.4336,0.0,0,1,0,1
3744,0,26.6877,1,26.6877,0.0,0,0,0,1
3745,1,207.3921,6,159.6421,47.75,0,0,0,0
3746,0,12.0,1,0.0,12.0,0,0,0,1
3747,0,28.35,1,0.0,28.35,0,0,0,1
3748,7,43.8772,1,43.8772,0.0,0,1,0,1
3749,0,0.0,1,0.0,0.0,0,0,0,1
3750,11,14.7633,1,14.7633,0.0,2,0,0,1
3751,2,44.0794,1,44.0794,0.0,1,1,0,1
3752,3,40.05,2,0.0,40.05,0,0,0,1
3753,1,14.49,1,14.49,0.0,0,0,0,1
3754,0,16.58,1,0.0,16.58,0,0,0,1
3755,2,10.74,1,0.0,10.74,0,0,0,1
3756,4,15.2054,1,15.2054,0.0,0,0,0,1
3757,8,85.2272,3,64.4172,20.81,0,1,1,1
3758,2,87.2036,3,65.0436,22.16,0,1,1,1
3759,0,98.4629,3,87.4629,11.0,0,0,0,1
3760,0,754.47,2,0.0,754.47,0,0,0,4
3761,1,142.7642,2,142.7642,0.0,0,0,0,0
3762,1,147.7049,4,127.6949,20.01,0,0,0,0
3763,0,40.2357,1,40.2357,0.0,1,1,0,1
3764,1,32.42,1,0.0,32.42,0,0,0,1
3765,0,35.2363,1,35.2363,0.0,0,0,0,1
3766,0,44.9552,1,44.9552,0.0,0,1,0,1
3767,6,24.52,1,0.0,24.52,0,0,0,1
3768,0,14.5404,1,14.5404,0.0,0,0,0,1
3769,2,23.3273,1,23.3273,0.0,0,0,0,1
