,n_EMPL,TOT_ARPU_3m,TOT_LINEAS_FYM,ARPU_F_3m,ARPU_M_3m,TOT_LINEAS_POT,cADSL,cFusionado,labels
1443,0,8.5019,1,8.5019,0.0,0,0,0,1
1444,0,1.07,2,0.0,1.07,0,1,1,1
1445,0,41.885,1,41.885,0.0,0,1,0,1
1446,0,47.2501,2,34.9301,12.32,0,1,1,1
1447,0,17.47,1,0.0,17.47,0,0,0,1
1448,0,27.8427,1,27.8427,0.0,0,0,0,1
1449,0,44.8245,1,44.8245,0.0,0,1,0,1
1450,2,49.4034,2,41.0334,8.37,0,1,1,1
1451,1,31.3,1,0.0,31.3,0,0,0,1
1452,0,45.4644,1,45.4644,0.0,0,1,0,1
1453,0,39.9162,1,39.9162,0.0,0,1,0,1
1454,1,44.537,1,44.537,0.0,0,1,0,1
1455,0,31.3628,1,31.3628,0.0,0,1,0,1
1456,0,40.8365,1,40.8365,0.0,0,1,0,1
1457,0,39.1178,1,39.1178,0.0,0,1,0,1
1458,0,44.9112,2,42.3412,2.57,0,1,1,1
1459,0,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
1460,2,62.3063,3,44.4263,17.88,0,1,1,1
1461,0,55.6446,1,55.6446,0.0,0,1,0,1
1462,0,275.6877,9,141.7277,133.96,0,1,1,0
1463,1,41.59,6,0.0,41.59,0,0,0,1
1464,0,34.2306,1,34.2306,0.0,0,1,0,1
1465,1,44.0839,1,44.0839,0.0,0,1,0,1
1466,0,32.2107,3,15.8607,16.35,0,1,1,1
1467,0,50.0272,2,30.7172,19.31,0,1,1,1
1468,0,30.74,1,0.0,30.74,2,0,0,1
1469,0,36.8933,4,36.6133,0.28,0,1,1,1
1470,0,44.1298,1,44.1298,0.0,0,1,0,1
1471,0,33.8801,3,-0.2599,34.14,0,1,1,1
1472,0,28.3672,1,28.3672,0.0,0,1,0,1
1473,0,26.4296,1,26.4296,0.0,0,1,0,1
1474,0,42.1729,2,33.8529,8.32,0,1,1,1
1475,0,27.5168,1,27.5168,0.0,0,1,0,1
1476,0,13.94,1,0.0,13.94,0,0,0,1
1477,0,44.1969,1,44.1969,0.0,0,1,0,1
1478,0,20.9767,1,20.9767,0.0,0,1,0,1
1479,0,35.09,1,35.09,0.0,0,0,0,1
1480,0,28.2817,1,28.2817,0.0,0,1,0,1
1481,0,52.8038,2,29.4438,23.36,0,1,1,1
1482,0,10.3967,3,2.0767,8.32,0,1,1,1
1483,0,39.9988,1,39.9988,0.0,0,1,0,1
1484,0,38.0913,2,32.0813,6.01,0,1,1,1
1485,0,27.8562,1,27.8562,0.0,0,1,0,1
1486,0,43.5911,1,43.5911,0.0,0,1,0,1
1487,0,27.0892,2,19.6392,7.45,0,1,1,1
1488,2,91.0112,3,47.4912,43.52,1,1,1,1
1489,3,85.6509,3,44.6509,41.0,0,1,1,1
1490,0,59.3981,2,59.3981,0.0,0,0,0,1
1491,0,85.0583,5,75.4283,9.63,0,0,0,1
1492,15,920.3257,20,510.3757,409.95,0,0,0,4
1493,0,152.5719,3,152.5719,0.0,0,1,0,0
1494,0,29.8462,3,21.0462,8.8,0,1,1,1
1495,0,25.2343,2,15.6843,9.55,0,1,1,1
1496,3,107.0196,4,45.4396,61.58,0,1,1,1
1497,2,89.87299999999999,3,54.963,34.91,0,1,1,1
1498,26,48.8335,1,48.8335,0.0,0,1,0,1
1499,0,179.9682,7,144.0182,35.95,0,1,1,0
1500,2,258.7344,6,174.6544,84.08,0,0,0,0
1501,0,240.1766,6,178.4166,61.76,0,1,1,0
1502,0,289.9906,8,262.6706,27.32,0,0,0,0
1503,0,634.7912,3,540.3112,94.48,0,1,1,0
1504,3,21.5321,3,21.5321,0.0,0,0,0,1
1505,5,61.4988,2,50.2988,11.2,0,1,1,1
1506,3,132.1754,3,132.1754,0.0,0,0,0,1
1507,1,322.8175,7,180.9575,141.86,0,1,0,0
1508,1,233.9842,6,144.7742,89.21,0,1,1,0
1509,3,46.5956,2,46.5956,0.0,0,1,0,1
1510,3,45.0692,1,45.0692,0.0,0,1,0,1
1511,1,126.5181,4,82.1281,44.39,0,0,0,1
1512,5,84.7534,2,73.7534,11.0,0,1,1,1
1513,0,254.8854,7,180.9354,73.95,0,0,0,0
1514,1,147.7696,4,139.4496,8.32,0,1,1,0
1515,0,308.1992,3,308.1992,0.0,0,0,0,0
1516,0,332.0257,5,215.5757,116.45,0,1,0,0
1517,1,32.8724,1,32.8724,0.0,0,0,0,1
1518,0,82.3207,2,52.3207,30.0,0,0,0,1
1519,3,62.364,2,51.833999999999996,10.53,1,1,1,1
1520,0,131.4291,2,131.4291,0.0,0,0,0,1
1521,3,61.6406,2,27.7506,33.89,0,0,0,1
1522,0,222.3328,6,136.2828,86.05,1,0,0,0
1523,0,239.6742,5,214.6642,25.01,0,0,0,0
1524,0,28.6081,1,28.6081,0.0,0,0,0,1
1525,0,111.43700000000001,2,111.43700000000001,0.0,0,1,0,1
1526,3,94.6292,3,50.6592,43.97,0,1,1,1
1527,4,62.8009,2,62.8009,0.0,0,0,0,1
1528,1,131.3275,3,99.1275,32.2,0,1,0,1
1529,2,95.2279,4,73.1979,22.03,0,1,1,1
1530,5,116.501,3,86.441,30.06,0,1,1,1
1531,10,49.2611,1,49.2611,0.0,0,1,0,1
1532,0,59.3365,2,59.3365,0.0,0,0,0,1
1533,0,215.6681,3,215.6681,0.0,0,0,0,0
1534,2,150.2847,1,150.2847,0.0,0,0,0,0
1535,0,25.1263,1,25.1263,0.0,0,0,0,1
1536,2,57.661,2,47.331,10.33,0,1,1,1
1537,2,61.5465,2,43.4265,18.12,0,1,1,1
1538,6,138.7963,5,116.5863,22.21,0,1,1,1
1539,6,56.0102,3,56.0102,0.0,0,0,0,1
1540,12,66.6572,2,55.6072,11.05,0,1,1,1
1541,2,230.7175,4,230.7175,0.0,0,0,0,0
1542,0,186.3209,6,129.2709,57.05,0,1,0,0
1543,2,31.5543,1,31.5543,0.0,0,0,0,1
1544,0,117.5369,7,72.6469,44.89,0,0,0,1
1545,5,93.8328,3,68.9028,24.93,0,1,1,1
1546,0,69.8093,1,69.8093,0.0,0,1,0,1
1547,8,44.1311,1,44.1311,0.0,1,1,0,1
1548,20,23.0,1,0.0,23.0,0,0,0,1
1549,1,60.3477,2,60.3477,0.0,0,0,0,1
1550,8,107.4046,1,107.4046,0.0,0,0,0,1
1551,0,222.3346,6,162.2646,60.07,0,1,0,0
1552,0,23.1361,1,23.1361,0.0,0,0,0,1
1553,2,69.5971,2,48.8071,20.79,0,1,1,1
1554,0,183.2321,6,162.7021,20.53,0,1,1,0
1555,4,3.4793,1,3.4793,0.0,1,0,0,1
1556,0,13.55,2,0.0,13.55,0,0,0,1
1557,0,90.7697,1,90.7697,0.0,0,1,0,1
1558,1,84.5824,2,64.1524,20.43,0,1,1,1
1559,8,43.9415,2,34.6915,9.25,0,1,1,1
1560,5,22.73,1,0.0,22.73,0,0,0,1
1561,0,75.0533,1,75.0533,0.0,2,1,0,1
1562,2,89.9836,2,89.9836,0.0,0,1,1,1
1563,0,200.6753,5,190.3453,10.33,0,0,0,0
1564,1,203.7993,6,153.9793,49.82,0,1,1,0
1565,0,167.9211,6,125.3611,42.56,0,0,0,0
1566,4,61.1671,2,45.4271,15.74,0,1,1,1
1567,2,57.6853,2,39.9553,17.73,2,1,1,1
1568,0,92.791,3,70.12100000000001,22.67,0,1,1,1
1569,1,220.5879,6,146.0079,74.58,0,1,0,0
1570,2,23.8496,1,23.8496,0.0,1,0,0,1
1571,14,107.1077,4,107.1077,0.0,0,0,0,1
1572,0,783.6476,8,375.9376,407.71,0,1,0,4
1573,20,23.8318,2,23.8318,0.0,0,0,0,1
1574,2,33.5857,1,33.5857,0.0,0,0,0,1
1575,2,78.9488,2,78.9488,0.0,0,1,0,1
1576,3,97.6922,3,52.5122,45.18,0,1,1,1
1577,0,131.4716,4,97.2716,34.2,0,1,0,1
1578,3,56.8865,2,56.8865,0.0,0,0,0,1
1579,0,89.8473,4,65.6573,24.19,0,1,1,1
1580,0,181.5793,2,181.5793,0.0,0,0,0,0
1581,1,309.3007,7,218.2707,91.03,0,1,0,0
1582,2,158.4779,3,148.1479,10.33,0,1,1,0
1583,3,73.6034,2,47.0134,26.59,0,1,1,1
1584,0,53.2601,1,53.2601,0.0,0,0,0,1
1585,2,42.3926,2,33.9726,8.42,0,1,1,1
1586,5,52.661,2,40.481,12.18,0,1,1,1
1587,4,88.5447,3,76.9847,11.56,0,1,1,1
1588,3,86.2409,3,51.0309,35.21,0,1,1,1
1589,0,12.92,1,0.0,12.92,0,0,0,1
1590,1,105.5947,6,70.1747,35.42,0,1,0,1
1591,0,188.1349,6,137.1549,50.98,0,0,0,0
1592,0,69.075,1,69.075,0.0,0,0,0,1
1593,0,92.4051,4,83.8051,8.6,0,0,0,1
1594,0,36.42,1,0.0,36.42,0,0,0,1
1595,0,158.4993,3,141.5893,16.91,0,1,0,0
1596,2,61.1895,3,50.1395,11.05,1,0,0,1
1597,3,109.1305,3,91.2005,17.93,0,1,1,1
1598,1,61.8473,1,61.8473,0.0,0,0,0,1
1599,0,128.993,1,128.993,0.0,0,1,0,1
1600,1,254.2553,5,137.8753,116.38,0,1,0,0
1601,8,72.97,1,0.0,72.97,0,0,0,1
1602,0,42.5782,6,42.5782,0.0,0,0,0,1
1603,20,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
1604,2,136.2722,4,100.4622,35.81,0,0,0,1
1605,2,112.7357,3,67.4057,45.33,0,1,1,1
1606,0,97.7528,3,44.2228,53.53,0,0,0,1
1607,0,258.9811,9,135.3111,123.67,0,0,0,0
1608,5,27.2694,1,27.2694,0.0,0,0,0,1
1609,1,112.8527,3,112.8527,0.0,0,0,0,1
1610,2,63.3291,2,45.0991,18.23,0,1,1,1
1611,3,65.6376,2,47.5276,18.11,0,1,1,1
1612,0,256.934,4,205.31400000000002,51.62,0,1,0,0
1613,0,212.1156,4,212.1156,0.0,0,1,0,0
1614,5,10.0,1,0.0,10.0,0,0,0,1
1615,1,135.0015,3,119.5615,15.44,0,1,1,1
1616,7,53.025,1,53.025,0.0,0,1,0,1
1617,2,63.2966,2,52.9166,10.38,0,1,1,1
1618,1,106.7091,3,106.7091,0.0,0,0,0,1
1619,2,52.5379,1,52.5379,0.0,0,0,0,1
1620,2,69.1307,3,44.7907,24.34,0,1,1,1
1621,1,213.6017,6,145.0517,68.55,0,1,1,0
1622,39,21.7749,1,21.7749,0.0,0,0,0,1
1623,4,89.9346,2,89.9346,0.0,0,1,0,1
1624,5,55.0931,2,45.1731,9.92,0,1,0,1
1625,0,109.8951,6,88.0551,21.84,0,1,1,1
1626,0,73.86,3,73.86,0.0,0,0,0,1
1627,1,175.2687,4,155.4387,19.83,0,0,0,0
1628,0,217.4474,4,144.7674,72.68,0,0,0,0
1629,4,186.9538,6,146.2738,40.68,0,1,0,0
1630,5,110.1167,2,65.3267,44.79,0,1,0,1
1631,0,116.5578,3,116.5578,0.0,0,0,0,1
1632,3,49.7941,2,49.7941,0.0,0,0,0,1
1633,0,130.1319,2,130.1319,0.0,0,0,0,1
1634,5,141.7358,3,141.7358,0.0,0,0,0,0
1635,2,100.4329,5,42.9029,57.53,0,1,1,1
1636,1,184.3395,6,137.5895,46.75,0,1,1,0
1637,0,156.6958,3,156.6958,0.0,0,1,0,0
1638,5,89.2047,3,89.2047,0.0,0,0,0,1
1639,5,61.7963,2,46.4063,15.39,1,1,1,1
1640,3,90.2102,2,51.5202,38.69,0,1,1,1
1641,1,103.3106,2,103.3106,0.0,0,0,0,1
1642,3,64.1615,2,49.1615,15.0,0,1,1,1
1643,0,212.3736,5,166.8636,45.51,0,1,1,0
1644,5,57.7414,2,47.4114,10.33,0,1,1,1
1645,3,73.6026,2,56.6326,16.97,0,1,1,1
1646,1,290.6972,8,188.4372,102.26,0,1,0,0
1647,2,43.5606,2,34.3106,9.25,0,1,1,1
1648,2,57.5852,1,57.5852,0.0,0,1,0,1
1649,11,62.714,2,52.333999999999996,10.38,0,1,1,1
1650,3,98.2172,3,86.9472,11.27,0,0,0,1
1651,4,122.5943,3,74.2343,48.36,0,1,1,1
1652,2,128.0046,5,82.6446,45.36,0,1,1,1
1653,0,24.4834,1,24.4834,0.0,0,0,0,1
1654,0,121.3116,3,110.2616,11.05,0,1,1,1
1655,8,87.241,2,67.51100000000001,19.73,1,1,1,1
1656,0,193.8262,6,141.1062,52.72,0,1,1,0
1657,0,236.8914,6,169.1514,67.74,0,1,1,0
1658,0,751.4851,3,627.1751,124.31,0,1,1,0
1659,0,20.0736,1,20.0736,0.0,0,0,0,1
1660,10,94.5476,2,84.2176,10.33,0,1,1,1
1661,4,130.365,3,119.985,10.38,0,1,0,1
1662,0,85.2423,5,57.0923,28.15,0,0,0,1
1663,2,62.4311,2,51.9511,10.48,0,1,1,1
1664,4,103.0248,2,91.0148,12.01,0,1,1,1
1665,0,214.9813,3,214.9813,0.0,0,0,0,0
1666,0,89.7492,3,69.4492,20.3,0,0,0,1
1667,1,53.0826,2,42.9526,10.13,0,0,0,1
1668,0,110.0332,6,71.4332,38.6,0,0,0,1
1669,0,147.2383,3,147.2383,0.0,0,0,0,0
1670,4,283.7565,6,240.3765,43.38,0,0,0,0
1671,0,307.2551,4,193.6751,113.58,0,1,0,0
1672,1,39.3359,2,39.3359,0.0,0,0,0,1
1673,2,49.13,2,0.0,49.13,0,0,0,1
1674,2,29.27,1,0.0,29.27,0,0,0,1
1675,2,43.8447,3,37.4647,6.38,1,1,1,1
1676,1,130.491,6,88.071,42.42,0,1,1,1
1677,0,221.968,3,221.968,0.0,0,1,0,0
1678,2,203.0106,5,149.4006,53.61,0,1,1,0
1679,2,23.0914,1,23.0914,0.0,0,0,0,1
1680,2,63.7141,1,63.7141,0.0,0,1,0,1
1681,0,213.8938,6,183.1438,30.75,0,1,0,0
1682,0,406.0939,7,253.0639,153.03,0,1,0,0
1683,0,169.8661,3,169.8661,0.0,0,0,0,0
1684,2,48.0857,2,39.7657,8.32,0,1,1,1
1685,4,297.4263,9,175.4763,121.95,0,1,0,0
1686,0,218.0143,6,186.2143,31.8,0,0,0,0
1687,1,192.0187,7,132.3387,59.68,0,1,1,0
1688,1,194.9652,5,143.2352,51.73,0,0,0,0
1689,1,174.5103,5,174.5103,0.0,0,1,0,0
1690,2,40.196999999999996,2,40.196999999999996,0.0,0,0,0,1
1691,2,27.04,1,0.0,27.04,0,0,0,1
1692,1,49.28,2,0.0,49.28,0,0,0,1
1693,13,43.9817,1,43.9817,0.0,0,1,0,1
1694,4,28.47,1,28.47,0.0,0,0,0,1
1695,7,83.2714,3,47.6614,35.61,0,1,1,1
1696,0,55.0685,3,55.0685,0.0,0,0,0,1
1697,4,62.5665,3,62.5665,0.0,0,0,0,1
1698,4,58.6423,2,58.6423,0.0,0,1,0,1
1699,9,136.6059,3,125.6059,11.0,0,1,1,1
1700,0,85.2954,2,65.2954,20.0,0,1,0,1
1701,7,162.0445,3,151.5145,10.53,0,1,1,0
1702,1,43.9154,1,43.9154,0.0,0,1,0,1
1703,0,9.92,1,0.0,9.92,0,0,0,1
1704,1,27.0972,2,19.7572,7.34,0,0,0,1
1705,0,44.4571,1,44.4571,0.0,0,1,0,1
1706,3,65.9482,2,54.8982,11.05,0,1,1,1
1707,3,121.2274,2,92.4674,28.76,0,1,1,1
1708,1,114.4512,5,85.4012,29.05,0,0,0,1
1709,4,134.9205,4,107.8005,27.12,0,1,1,1
1710,0,101.9541,4,80.8241,21.13,0,0,0,1
1711,6,80.35,4,0.0,80.35,0,0,0,1
1712,6,81.2289,3,55.7989,25.43,0,1,1,1
1713,0,51.051,1,51.051,0.0,0,1,0,1
1714,3,66.7438,2,48.2938,18.45,0,1,1,1
1715,6,56.1741,1,56.1741,0.0,0,1,0,1
1716,0,123.7329,3,106.0729,17.66,0,1,1,1
1717,15,216.5989,3,216.5989,0.0,0,0,0,0
1718,4,113.9268,3,69.9068,44.02,1,1,1,1
1719,3,89.4149,3,71.4049,18.01,0,1,1,1
1720,2,108.2281,2,108.2281,0.0,0,1,0,1
1721,3,108.544,2,54.733999999999995,53.81,0,1,1,1
1722,1,99.1284,6,51.6484,47.48,0,0,0,1
1723,0,88.8026,2,71.7226,17.08,0,0,0,1
1724,0,98.1617,6,69.9717,28.19,0,0,0,1
1725,4,66.7596,2,58.2296,8.53,0,1,1,1
1726,2,91.2685,3,45.6185,45.65,0,1,1,1
1727,5,106.2118,3,88.5518,17.66,0,0,0,1
1728,4,123.902,2,123.902,0.0,0,1,0,1
1729,0,61.6194,2,61.6194,0.0,0,0,0,1
1730,3,113.758,1,113.758,0.0,0,1,0,1
1731,2,63.0303,3,47.6103,15.42,0,0,0,1
1732,7,104.9321,3,104.9321,0.0,0,1,0,1
1733,2,90.7457,2,90.7457,0.0,0,1,0,1
1734,1,687.1607,16,48.8907,638.27,0,1,1,4
1735,0,197.4992,5,161.7792,35.72,0,0,0,0
1736,0,333.1446,5,170.0746,163.07,0,1,1,0
1737,1,40.0627,1,40.0627,0.0,0,0,0,1
1738,2,23.4131,1,23.4131,0.0,0,0,0,1
1739,2,57.61,2,0.0,57.61,0,0,0,1
1740,0,45.43,1,0.0,45.43,0,0,0,1
1741,9,119.0849,4,82.8449,36.24,0,1,1,1
1742,0,82.2314,4,35.7314,46.5,0,0,0,1
1743,6,65.3667,2,54.4267,10.94,0,1,1,1
1744,5,121.2529,3,121.2529,0.0,0,0,0,1
1745,1,211.0929,7,135.7529,75.34,1,0,0,0
1746,0,33.0203,2,33.0203,0.0,0,0,0,1
1747,2,27.6228,1,27.6228,0.0,0,0,0,1
1748,1,17.7504,1,17.7504,0.0,0,0,0,1
1749,1,18.3909,1,18.3909,0.0,0,0,0,1
1750,0,18.9421,1,18.9421,0.0,0,0,0,1
1751,0,18.72,1,0.0,18.72,0,0,0,1
1752,136,68.3375,3,68.3375,0.0,0,0,0,1
1753,5,104.1099,4,79.0199,25.09,0,0,0,1
1754,16,84.4333,2,84.4333,0.0,0,0,0,1
1755,2,85.5253,3,61.0853,24.44,0,1,1,1
1756,4,121.1208,2,82.1208,39.0,0,1,0,1
1757,1,327.3956,5,238.1056,89.29,0,1,0,0
1758,3,24.9767,1,24.9767,0.0,0,0,0,1
1759,2,66.7851,2,55.4051,11.38,0,1,1,1
1760,0,117.899,6,60.858999999999995,57.04,0,1,1,1
1761,8,57.328,3,46.328,11.0,0,1,1,1
1762,0,64.5168,2,46.0368,18.48,0,1,1,1
1763,2,25.9859,1,25.9859,0.0,0,0,0,1
1764,2,74.8983,3,42.2083,32.69,0,1,1,1
1765,0,110.0865,4,92.4265,17.66,0,0,0,1
1766,8,65.4836,3,15.9736,49.51,0,0,0,1
1767,0,168.4287,5,136.6687,31.76,0,1,0,0
1768,0,226.555,7,177.685,48.87,0,0,0,0
1769,0,229.2139,4,229.2139,0.0,0,1,0,0
1770,1,417.2226,6,417.2226,0.0,0,1,0,0
1771,2,56.9161,2,45.8661,11.05,0,1,1,1
1772,0,109.0177,4,98.3377,10.68,0,0,0,1
1773,5,353.371,7,344.121,9.25,0,1,0,0
1774,4,24.8516,1,24.8516,0.0,0,0,0,1
1775,0,18.6288,2,3.7188,14.91,0,1,0,1
1776,0,68.1466,1,68.1466,0.0,0,1,0,1
1777,2,87.8143,3,51.4443,36.37,0,1,1,1
1778,0,135.7424,3,125.4124,10.33,0,0,0,1
1779,2,41.5638,2,20.0738,21.49,0,0,0,1
1780,0,310.14799999999997,2,310.14799999999997,0.0,0,0,0,0
1781,0,257.8819,4,163.0319,94.85,0,0,0,0
1782,2,44.7934,1,44.7934,0.0,0,1,0,1
1783,5,24.7777,1,24.7777,0.0,0,0,0,1
1784,6,49.6245,2,37.1445,12.48,0,1,1,1
1785,2,17.6773,1,17.6773,0.0,0,0,0,1
1786,2,101.0661,1,101.0661,0.0,0,1,0,1
1787,0,87.4435,1,87.4435,0.0,0,1,0,1
1788,1,133.3041,4,122.2041,11.1,0,0,0,1
1789,3,78.69800000000001,2,63.528,15.17,0,1,1,1
1790,4,67.1229,2,67.1229,0.0,0,0,0,1
1791,21,77.7364,3,27.7364,50.0,1,0,0,1
1792,3,52.323,1,52.323,0.0,0,1,0,1
1793,0,121.1,3,121.1,0.0,0,0,0,1
1794,45,90.2584,2,90.2584,0.0,0,0,0,1
1795,3,65.3654,2,51.7154,13.65,0,1,1,1
1796,0,67.8182,2,46.5082,21.31,0,1,1,1
1797,1,246.428,8,167.898,78.53,0,0,0,0
1798,48,37.9018,2,37.9018,0.0,0,0,0,1
1799,14,70.518,1,70.518,0.0,0,0,0,1
1800,0,103.3233,2,80.6733,22.65,0,1,1,1
1801,0,522.0619,3,433.5619,88.5,0,1,0,0
1802,3,213.4941,8,134.3141,79.18,0,1,0,0
1803,1,183.8497,6,140.4497,43.4,0,1,0,0
1804,0,49.5342,2,18.2142,31.32,0,0,0,1
1805,0,183.3663,3,168.8863,14.48,0,1,1,0
1806,5,154.0296,3,143.6996,10.33,0,1,0,0
1807,4,216.1319,3,168.9119,47.22,0,1,0,0
1808,3,146.4097,1,146.4097,0.0,0,1,0,0
1809,2,44.2214,1,44.2214,0.0,0,1,0,1
1810,2,13.78,2,0.0,13.78,0,0,0,1
1811,0,90.6609,3,78.6809,11.98,0,0,0,1
1812,6,74.676,2,60.476000000000006,14.2,0,1,0,1
1813,0,191.9896,6,144.2796,47.71,0,0,0,0
1814,0,264.4424,7,243.0524,21.39,0,1,0,0
1815,2,38.536,1,38.536,0.0,0,1,0,1
1816,3,45.9205,2,35.7205,10.2,0,1,1,1
1817,0,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
1818,3,92.0361,4,45.7461,46.29,1,1,1,1
1819,2,63.6298,2,53.2498,10.38,0,1,1,1
1820,9,134.8406,3,116.4906,18.35,0,1,1,1
1821,3,94.6582,2,94.6582,0.0,0,1,0,1
1822,0,219.5459,6,141.2059,78.34,0,1,1,0
1823,2,79.172,2,54.211999999999996,24.96,0,1,1,1
1824,0,117.5513,6,84.6913,32.86,0,1,1,1
1825,0,142.9659,3,142.9659,0.0,0,1,0,0
1826,1,65.5,1,0.0,65.5,0,0,0,1
1827,5,71.3771,2,60.1771,11.2,0,1,1,1
1828,4,50.0694,1,50.0694,0.0,0,1,0,1
1829,1,220.0639,7,158.7539,61.31,0,1,1,0
1830,2,14.379000000000001,1,14.379000000000001,0.0,0,0,0,1
1831,4,53.4975,1,53.4975,0.0,0,1,0,1
1832,5,68.1461,2,49.9361,18.21,0,1,1,1
1833,2,51.305,1,51.305,0.0,0,1,0,1
1834,2,76.3459,2,58.5859,17.76,0,1,1,1
1835,0,277.60200000000003,6,212.102,65.5,0,1,1,0
1836,3,119.7402,3,108.9302,10.81,0,1,0,1
1837,2,145.7195,2,122.1195,23.6,1,1,1,0
1838,1,9.3,1,0.0,9.3,0,0,0,1
1839,4,40.9948,1,40.9948,0.0,0,0,0,1
1840,0,106.9781,2,106.9781,0.0,0,1,0,1
1841,3,61.4764,2,47.4964,13.98,0,1,1,1
1842,4,106.6535,3,61.1835,45.47,0,1,1,1
1843,1,137.1299,3,137.1299,0.0,0,1,0,0
1844,4,36.6562,1,36.6562,0.0,1,0,0,1
1845,2,76.05199999999999,2,62.391999999999996,13.66,0,1,1,1
1846,1,317.861,6,178.101,139.76,0,1,0,0
1847,39,156.9089,4,156.9089,0.0,0,1,0,0
1848,0,45.1961,2,45.1961,0.0,0,0,0,1
1849,8,61.4166,2,44.9766,16.44,0,1,1,1
1850,6,59.3501,1,59.3501,0.0,0,1,0,1
1851,0,94.7157,3,84.3857,10.33,0,0,0,1
1852,22,45.6124,1,45.6124,0.0,1,1,0,1
1853,1,30.1538,1,30.1538,0.0,0,0,0,1
1854,3,103.7602,3,85.6302,18.13,0,1,0,1
1855,0,24.2046,1,24.2046,0.0,1,0,0,1
1856,4,114.1268,3,114.1268,0.0,0,1,0,1
1857,2,158.9633,3,136.6733,22.29,0,0,0,0
1858,4,66.3564,2,47.5064,18.85,0,1,1,1
1859,0,10.9173,1,10.9173,0.0,0,0,0,1
1860,6,50.498999999999995,1,50.498999999999995,0.0,1,1,0,1
1861,13,86.71,3,0.0,86.71,0,0,0,1
1862,1,71.9931,3,60.0531,11.94,0,0,0,1
1863,2,93.0885,3,75.4285,17.66,0,1,1,1
1864,3,113.8667,1,113.8667,0.0,0,1,0,1
1865,1,334.8724,7,260.7724,74.1,0,1,1,0
1866,2,20.2181,1,20.2181,0.0,0,0,0,1
1867,2,79.5042,3,69.2742,10.23,0,0,0,1
1868,1,78.2218,3,67.1518,11.07,0,0,0,1
1869,1,242.926,7,178.05599999999998,64.87,0,1,0,0
1870,0,165.1503,3,165.1503,0.0,0,1,0,0
1871,3,33.8027,1,33.8027,0.0,0,1,0,1
1872,2,71.3702,2,58.2102,13.16,0,1,1,1
1873,2,69.4617,2,56.6617,12.8,0,1,1,1
1874,2,108.9811,4,37.9111,71.07,0,1,1,1
1875,1,222.4167,5,222.4167,0.0,0,0,0,0
1876,2,58.2641,1,58.2641,0.0,0,1,0,1
1877,1,120.243,2,120.243,0.0,0,1,0,1
1878,1,129.6426,4,118.5126,11.13,0,1,0,1
1879,1,127.5249,6,98.9149,28.61,0,0,0,1
1880,4,75.5255,2,57.7655,17.76,0,1,1,1
1881,0,190.3178,4,181.3178,9.0,0,0,0,0
1882,4,56.52,2,0.0,56.52,0,0,0,1
1883,0,92.8867,3,92.8867,0.0,0,0,0,1
1884,9,86.3555,3,34.6755,51.68,0,1,1,1
1885,3,55.9357,3,37.9757,17.96,0,1,1,1
1886,0,38.0198,1,38.0198,0.0,0,0,0,1
1887,2,50.2311,1,50.2311,0.0,0,1,0,1
1888,0,65.8454,3,34.2454,31.6,0,1,1,1
1889,11,55.8371,1,55.8371,0.0,0,1,0,1
1890,4,179.5951,1,179.5951,0.0,1,1,0,0
1891,1,258.9137,6,165.4537,93.46,0,1,1,0
1892,3,14.379000000000001,1,14.379000000000001,0.0,1,0,0,1
1893,4,44.1859,1,44.1859,0.0,0,1,0,1
1894,5,49.3898,2,27.5398,21.85,0,0,0,1
1895,2,123.31,5,84.83,38.48,0,0,0,1
1896,3,90.7674,4,71.7274,19.04,0,1,1,1
1897,2,57.9993,2,45.0993,12.9,0,1,1,1
1898,2,82.65899999999999,2,50.678999999999995,31.98,0,1,1,1
1899,2,117.1929,2,117.1929,0.0,0,1,0,1
1900,0,167.4039,4,130.8539,36.55,0,0,0,0
1901,1,223.7185,6,142.6585,81.06,0,1,1,0
1902,2,20.6116,1,20.6116,0.0,0,0,0,1
1903,2,71.407,2,64.437,6.97,0,1,0,1
1904,0,95.0251,4,67.9251,27.1,0,1,1,1
1905,2,58.4099,2,47.7099,10.7,0,1,1,1
1906,4,78.2853,1,78.2853,0.0,0,1,0,1
1907,0,227.8702,6,144.7202,83.15,0,1,0,0
1908,2,29.3,1,0.0,29.3,0,0,0,1
1909,3,64.158,2,44.058,20.1,0,1,1,1
1910,2,72.9591,2,48.1391,24.82,0,1,1,1
1911,4,64.3944,3,64.3944,0.0,2,0,0,1
1912,3,60.0763,2,49.6963,10.38,0,1,1,1
1913,5,88.2575,2,88.2575,0.0,0,0,0,1
1914,0,142.8874,3,114.5674,28.32,0,0,0,1
1915,0,56.2616,1,56.2616,0.0,0,1,0,1
1916,2,65.3579,2,40.2379,25.12,0,1,1,1
1917,3,63.342,2,52.022,11.32,0,1,1,1
1918,1,162.2191,2,129.6991,32.52,0,1,0,0
1919,1,293.5448,6,190.2948,103.25,0,1,1,0
1920,0,204.5703,6,186.8603,17.71,0,0,0,0
1921,1,79.9751,4,71.6551,8.32,0,0,0,1
1922,0,112.5436,6,51.7536,60.79,0,1,1,1
